DUB,Substrate,label,Ubibrowser2,Ubibrowser2_domain_motif,DeepDSI
Q9Y4E8,P62877,1,5.41,1.0,0.808991551399231
Q9Y4E8,P84022,1,4.86,1.0,0.9003353118896484
Q9Y4E8,Q00987,1,36.307915,9.7865,0.9953985810279846
Q9Y4E8,Q13127,1,3.6,1.0,0.9622310400009155
Q9Y4E8,Q14145,1,2.33,1.0,0.16184838116168976
Q9Y4E8,Q14258,1,14.9026,5.54,0.05430876836180687
Q9Y4E8,Q14494,1,9.9484,2.38,0.8938062787055969
Q9Y4E8,Q15020,1,9.0228,4.38,0.04899057373404503
Q9Y4E8,Q7Z569,1,6.069,2.38,0.2278003692626953
Q9Y4E8,Q8WWY3,1,4.9028,2.38,0.09018274396657944
Q9Y4E8,Q9HAU4,1,18.177,4.38,0.7336858510971069
Q9UK80,O95760,1,5.6406,2.38,0.028183847665786743
Q9UK80,O95786,1,24.941034,14.5854,0.9863147735595703
Q9UK80,P0C0S8,1,76.773,47.1,0.9154314398765564
Q9UK80,P23771,1,5.6406,2.38,0.7821851968765259
Q9UK80,P36507,1,5.2668,2.52,0.7635828256607056
Q9UK80,P51587,1,5.3865,3.15,0.0013561659725382924
Q9UK80,Q13546,1,38.456208,7.912800000000001,0.5278820395469666
Q9UK80,Q86WV6,1,20.97144,13.797,0.9439514875411987
Q9UK80,Q9BZS1,1,27.431668,13.1252,0.9841117858886719
Q9UK80,Q9H9S0,1,16.537752,7.912800000000001,0.9463274478912354
P09936,P09936,1,8.5995,1.17,0.01616794429719448
P09936,Q16620,1,6.3,1.0,0.8316423296928406
P09936,Q16665,1,12.775,1.0,0.9856309294700623
P09936,Q92905,1,6.8856,1.0,0.02338080108165741
P09936,Q9NPH5,1,4.7151,1.17,0.9913082718849182
Q8NB14,Q9UHD2,1,3.1126,1.97,0.9254980683326721
O94782,O60346,1,22.205003,14.7053,0.9983505010604858
O94782,P12004,1,4.3105,1.85,0.5285688042640686
O94782,P41134,1,18.012316,11.4002,0.8922459483146667
O94782,Q02363,1,4.2705,1.17,0.76820969581604
O94782,Q02535,1,11.3523,4.79,0.8302698135375977
O94782,Q9BXW9,1,15.04686,1.97,0.37483665347099304
O94782,Q9NVI1,1,6.069,2.38,0.03656752407550812
P35125,P05412,1,12.3453,3.19,0.9184027314186096
P35125,P14780,1,10.769596,6.8162,0.9832023978233337
Q92995,O75030,1,38.476185,17.8959,0.7339203357696533
Q92995,Q07820,1,8.55855,1.17,0.9710973501205444
Q92995,Q14457,1,2.4453,1.17,0.9960922598838806
Q92995,Q86WV6,1,83.52105,38.847,0.948291540145874
Q92995,Q96RL1,1,4.035,1.5,0.6076821088790894
Q9Y6I4,O95786,1,11.4002,11.4002,0.9502583742141724
Q9Y6I4,P04637,1,82.566172,33.4276,0.9901247024536133
Q9Y6I4,P0C0S8,1,176.311359,32.5899,0.976952314376831
Q9Y6I4,P16104,1,36.322091,14.7053,0.9795447587966919
Q9Y6I4,P62807,1,39.405744,7.912800000000001,0.9883540868759155
Q9Y6I4,Q96RL1,1,3.1126,1.97,0.4150125980377197
Q9Y6I4,Q9H9S0,1,78.34824,14.1168,0.9312466382980347
P51784,O14920,1,9.9864,6.57,0.6441760659217834
P51784,O15111,1,20.97144,13.797,0.8208432793617249
P51784,O43663,1,4.9742,2.38,0.9992488026618958
P51784,P04637,1,1052.69147648,56.729600000000005,0.9632927775382996
P51784,P16104,1,29.140584,9.6492,0.9520464539527893
P51784,P25963,1,5.4963,1.97,0.5356330275535583
P51784,P29590,1,6.0228,2.52,0.9260826706886292
P51784,P35226,1,101.1428145,7.8741,0.8271427750587463
P51784,P36897,1,48.7792305,6.4350000000000005,0.9447207450866699
P51784,P37173,1,18.40374,6.8162,0.5865626335144043
P51784,P51587,1,4.9742,2.38,0.9950372576713562
P51784,P98170,1,2.04,1.5,0.8950046300888062
P51784,Q01831,1,14.3583,6.27,0.9999868869781494
P51784,Q14135,1,2.04,1.5,0.04537750408053398
P51784,Q92633,1,16.8492,11.085,0.8269504904747009
P51784,Q96S59,1,169.40826672,18.3736,0.7915194630622864
P21580,O43353,1,430.8206544,45.464400000000005,0.6675825715065002
P21580,P04637,1,22.52301,1.97,0.9795874357223511
P21580,P19838,1,79.223412,33.4276,0.9872130751609802
P21580,Q12933,1,285.5475,77.175,0.9167393445968628
P21580,Q13137,1,4.469,1.0,0.6040775179862976
P21580,Q13546,1,33.20031,7.085000000000001,0.9305136799812317
P21580,Q14457,1,2.88,1.0,0.9986304044723511
P21580,Q14790,1,14.22603,1.17,0.2230377346277237
P21580,Q92985,1,11.433,1.0,0.7940015196800232
P21580,Q9Y4K3,1,179.6012988,31.9121,0.9588367938995361
P21580,Q9Y6K9,1,14.4522,2.48,0.6765775680541992
Q86UV5,P08151,1,3.19,3.19,0.9908474683761597
Q86UV5,Q12933,1,23.16816,8.5808,0.839461088180542
Q9BXU7,O43663,1,3.7604,2.38,0.9993301630020142
Q9BXU7,P0C0S8,1,23.234374,14.7053,0.9154564738273621
Q9BXU7,P10275,1,35.396592,19.3424,0.7716648578643799
Q9BXU7,Q00987,1,13.700562,6.8162,0.9950350522994995
Q9UHP3,O95271,1,3.1126,1.97,0.9906914830207825
Q9UHP3,P50991,1,10.3994,3.19,0.7234557271003723
Q9UHP3,Q13114,1,13.5342,6.57,0.906253457069397
Q13107,O15530,1,47.7411,10.3785,0.8490185141563416
Q13107,O75365,1,9.0228,4.38,0.845372200012207
Q13107,O95786,1,66.630487,17.959699999999998,0.9672796726226807
Q13107,P04637,1,1188.87058932,123.6938,0.9845941066741943
Q13107,P06400,1,198.5493642,19.5866,0.998675525188446
Q13107,P15884,1,595.26316416,57.4656,0.5769054293632507
Q13107,P19474,1,5.8653,1.0,0.06504719704389572
Q13107,P28749,1,494.88556656,18.3736,0.9955164790153503
Q13107,P35222,1,358.42977954,19.3158,0.9943357110023499
Q13107,P36897,1,53.864748,4.033,0.9518945813179016
Q13107,P49116,1,56.256896,28.9984,0.9552468061447144
Q13107,P51449,1,16.537752,7.912800000000001,0.9728612303733826
Q13107,P62937,1,5.44,1.0,0.2598344683647156
Q13107,Q02556,1,6.8585,3.19,0.8220109939575195
Q13107,Q08999,1,78.749568,11.3472,0.9981618523597717
Q13107,Q12933,1,317.47375968,18.3736,0.9715307950973511
Q13107,Q13107,1,16.42284,3.15,0.04437685012817383
Q13107,Q13546,1,68.673751,14.7053,0.898232638835907
Q13107,Q15287,1,2.2464,1.17,0.02627846598625183
Q13107,Q15306,1,8.6025,1.85,0.8786484599113464
Q13107,Q9Y4K3,1,35.7408,6.57,0.9388923645019531
P54252,O60260,1,12.7596,1.0,0.08380148559808731
P54252,P04637,1,8.0878,1.0,0.9748317003250122
P54252,P55072,1,7.9709,1.0,0.2300741821527481
P54252,Q07812,1,4.76,1.0,0.9835870862007141
P54252,Q92934,1,5.44,1.0,0.05944642797112465
P54252,Q9UNE7,1,49.77,1.0,0.07133863121271133
Q9UPU5,P04637,1,82.566172,33.4276,0.8640475273132324
Q9UPU5,Q92466,1,10.769596,6.8162,0.40160149335861206
Q5VVQ6,P17661,1,3.1126,1.97,0.05623510852456093
Q5VVQ6,P55072,1,5.8266,1.17,0.9988858103752136
Q5VVQ6,Q96J02,1,35.2928,13.12,0.9805324673652649
P40818,O15554,1,5.4963,1.97,0.681634247303009
P40818,O60260,1,10.9335,1.97,0.12103373557329178
P40818,O94979,1,4.53,1.5,0.02119443379342556
P40818,P00533,1,168.85562562,16.8751,0.850881040096283
P40818,P04626,1,166.647456,17.9577,0.8568674325942993
P40818,P04629,1,82.61462,17.959699999999998,0.4961835443973541
P40818,P08581,1,593.025048,41.0256,0.7329468727111816
P40818,P17302,1,35.8344,2.52,0.1814473271369934
P40818,P21860,1,740.9639664,23.2785,0.9702238440513611
P40818,P37088,1,5.9292,2.43,0.9273882508277893
P40818,P42261,1,20.516762,6.8162,0.9524742364883423
P40818,P55085,1,256.0212711,13.797,0.9975306391716003
P40818,P56817,1,8.4915,1.85,0.9502079486846924
P40818,Q16665,1,11.34,3.15,0.9761573076248169
P40818,Q6FHJ7,1,7.0056,2.52,0.5428104400634766
P40818,Q96J02,1,101.639916,7.912800000000001,0.865983247756958
P40818,Q96JA1,1,19.630656,6.8162,0.9760549664497375
P40818,Q99835,1,70.9792,13.12,0.9962208867073059
P40818,Q9H4P4,1,4.74201,1.17,0.4997389018535614
Q9NQC7,O14640,1,47.232,13.12,0.9748698472976685
Q9NQC7,O15105,1,105.11212404,11.4002,0.9940937161445618
Q9NQC7,O43353,1,147.69415108,14.7053,0.8320471048355103
Q9NQC7,O95786,1,98.07706062,11.4002,0.9692729711532593
Q9NQC7,P04629,1,37.498515,14.7053,0.4533991515636444
Q9NQC7,P06239,1,122.236308,10.4155,0.7384870052337646
Q9NQC7,P20749,1,19.5138,1.85,0.8231151103973389
Q9NQC7,P31749,1,41.23317,3.07,0.8694679141044617
Q9NQC7,P49116,1,22.835568,4.38,0.8662153482437134
Q9NQC7,P53350,1,10.1556,2.52,0.9368460178375244
Q9NQC7,P78352,1,11.718,3.15,0.5944364666938782
Q9NQC7,Q12933,1,91.5375285,17.8959,0.9574823379516602
Q9NQC7,Q13546,1,120.0874528,12.6728,0.8050428032875061
Q9NQC7,Q14669,1,30.292918,14.7053,0.9592603445053101
Q9NQC7,Q6Q0C0,1,40.43915136,6.8162,0.8386914730072021
Q9NQC7,Q8NHQ1,1,11.37045,1.5,0.0019792974926531315
Q9NQC7,Q9NPH5,1,2.21,1.0,0.9918264150619507
Q9NQC7,Q9NZN5,1,5.292,2.52,0.9551265239715576
Q9NQC7,Q9Y4K3,1,84.62566,22.8718,0.9641678929328918
Q9NQC7,Q9Y6K9,1,1195.94273664,96.9568,0.9430577158927917
Q9P275,P01106,1,69.921399,29.5027,0.8627136945724487
Q9P275,Q9H6R0,1,7.2329,4.79,0.5733460187911987
P15374,O15315,1,4.5507,1.97,0.5706822276115417
Q96G74,O00463,1,471.82016,35.4752,0.8293828368186951
Q96G74,O14737,1,2.7,1.0,0.001440928434021771
Q96G74,P04637,1,35.03448,1.97,0.9772658944129944
Q96G74,Q12933,1,1142.072862,65.5234,0.9627566933631897
Q96G74,Q13114,1,264.30173858,65.5234,0.9847844839096069
Q96G74,Q9Y4K3,1,564.60096,42.4512,0.9703683257102966
A6NNY8,O43521,1,1.58,1.0,0.04869207739830017
A6NNY8,P62807,1,18.012316,11.4002,0.9893441200256348
A6NNY8,Q14469,1,22.313775,10.3785,0.8823897242546082
Q6R6M4,P16104,1,19.4472,4.38,0.8823479413986206
Q96FW1,O95863,1,1.9071,1.17,0.9353715777397156
Q96FW1,P04637,1,132.49944,11.29,0.9957025647163391
Q96FW1,P10636,1,24.885,10.5,0.006256627384573221
Q96FW1,P27694,1,2.565,1.5,0.011471960693597794
Q96FW1,P61088,1,2.7,1.0,0.23643086850643158
Q96FW1,Q08050,1,3.9597,1.97,0.9608650803565979
Q96FW1,Q13114,1,148.5792,42.4512,0.9460894465446472
Q96FW1,Q13490,1,7.5725,3.25,0.8410831093788147
Q96FW1,Q15796,1,21.55968,1.97,0.8082525134086609
Q96FW1,Q8TB45,1,2.21,1.0,0.9858168363571167
Q96FW1,Q9Y4K3,1,108.758819,26.9873,0.9885918498039246
Q5VV17,O15105,1,1.58,1.0,0.9539604187011719
Q5VV17,P04637,1,3.8218,1.97,0.992566704750061
Q9Y5K5,P25963,1,2.15,1.0,0.7151884436607361
Q9Y5K5,P35228,1,2.06,1.0,0.9113172888755798
Q9Y5K5,P36897,1,5.55,1.0,0.9774138927459717
Q9Y5K5,Q01094,1,2.15,1.0,0.7979999780654907
Q70EL2,P07992,1,5.4,1.5,0.021540172398090363
P54578,O14641,1,6.0452,2.38,0.9571216106414795
P54578,O14920,1,3.315,1.5,0.9645636081695557
P54578,P10275,1,37.689636,15.9028,0.9225451350212097
P54578,P35222,1,161.80362,35.1747,0.9031557440757751
P54578,P61073,1,27.018474,11.4002,0.4572027027606964
P54578,Q14457,1,2.7963,1.17,0.9899899959564209
P54578,Q86WI3,1,27.431668,13.1252,0.4889266788959503
P54578,Q96GD4,1,2.457,1.17,0.8949386477470398
P54578,Q9NYJ8,1,5.292,2.52,0.2497975081205368
P54578,Q9UBS5,1,29.039976,7.912800000000001,0.9557251334190369
O75604,O15151,1,143.753658,6.8162,0.9958832263946533
O75604,O15534,1,5.6406,2.38,0.7600566148757935
O75604,P08253,1,16.537752,7.912800000000001,0.9561824798583984
O75604,P24385,1,18.522,2.52,0.9157648086547852
O75604,P25445,1,9.0228,4.38,0.03909970447421074
O75604,P37088,1,5.4963,1.97,0.84014892578125
O75604,Q00987,1,61.54496712,7.912800000000001,0.9959449172019958
O75604,Q03431,1,3.315,1.5,0.8927355408668518
O75604,Q96EB6,1,239.0176404,17.8959,0.9297066926956177
P12956,Q07820,1,8.388,1.0,0.6165157556533813
Q9H9J4,P04637,1,82.566172,33.4276,0.9517967104911804
Q9H9J4,P14780,1,29.349276,17.8959,0.8841319680213928
Q9H9J4,P62807,1,71.833752,45.464400000000005,0.9907212257385254
Q53GS9,Q96GD4,1,6.489,3.15,0.9294946193695068
Q8TEY7,O43303,1,3.5938,2.38,0.007040755357593298
Q8TEY7,P07550,1,81.0744,16.28,0.9931321740150452
Q8TEY7,P11234,1,2.55,1.0,0.03622523322701454
Q8TEY7,P49407,1,8.115,1.5,0.9495033621788025
Q8TEY7,Q92813,1,18.522,1.5,0.9415748715400696
Q504Q3,Q9Y294,1,1.85,1.85,0.04001196473836899
O00487,O95863,1,3.9597,1.97,0.8602637052536011
O00487,P04626,1,10.9335,1.97,0.9310535192489624
O00487,Q01860,1,6.489,3.15,0.7123159170150757
Q6GQQ9,P00533,1,102.19794552,11.8792,0.3897823393344879
Q6GQQ9,P43403,1,136.81337868,15.9028,0.6935657262802124
Q6GQQ9,Q13114,1,832.0761612,59.72409999999999,0.8603975772857666
Q6GQQ9,Q13546,1,217.55978244,14.2857,0.38765308260917664
Q6GQQ9,Q9Y4K3,1,218.9215791,18.0049,0.9819639921188354
Q14694,P04637,1,142.826838,38.4978,0.96598881483078
Q14694,P0C0S5,1,18.40374,6.8162,0.8528174757957458
Q14694,P13569,1,4.2365,1.85,0.9961543679237366
Q14694,P43246,1,15.876,2.52,0.5718327164649963
Q14694,P54646,1,9.198,2.52,0.7829934358596802
Q14694,P60484,1,9.198,2.52,0.8948253393173218
Q14694,P62807,1,12.897864,7.912800000000001,0.9896947145462036
Q14694,Q03518,1,3.1126,1.97,0.9883689880371094
Q14694,Q14457,1,70.33404,12.6728,0.9903296232223511
Q14694,Q8N6T7,1,13.223428,6.8162,0.41776561737060547
Q14694,Q9UL17,1,2.565,1.5,0.4149988889694214
Q14694,Q9Y4K3,1,108.869768,22.8718,0.8979384899139404
Q14694,Q9Y6K9,1,24.181905,10.3785,0.9554422497749329
Q93008,A5PKW4,1,25.5936,2.48,0.24414530396461487
Q93008,O00327,1,14.805414,3.6738,0.760637640953064
Q93008,O60285,1,6.94,1.0,0.7853720784187317
Q93008,P04637,1,1160.22310524,123.6938,0.9652719497680664
Q93008,P12830,1,8.6025,1.85,0.9687111973762512
Q93008,P23588,1,3.4272,2.52,0.021917644888162613
Q93008,P33981,1,13.986,3.15,0.2642667591571808
Q93008,P35222,1,163.82888928,19.3158,0.9896513223648071
Q93008,P37840,1,4.6,1.0,0.46305030584335327
Q93008,P42345,1,16.6374,1.17,0.08838730305433273
Q93008,P42566,1,22.53286,1.97,0.6098564863204956
Q93008,P46937,1,28.88172,7.912800000000001,0.8562082648277283
Q93008,P48431,1,16.077,6.9,0.7448578476905823
Q93008,P50542,1,30.409005,10.3785,0.34583839774131775
Q93008,Q07820,1,11.3841,1.17,0.994042694568634
Q93008,Q12809,1,4.2365,1.85,0.8692827224731445
Q93008,Q13485,1,11.480175,1.97,0.9202067852020264
Q93008,Q15051,1,8.778,4.18,0.0011524216970428824
Q93008,Q15154,1,9.198,2.52,0.9978182315826416
Q93008,Q15797,1,11.245338,1.17,0.5287173390388489
Q93008,Q53EZ4,1,2.7963,1.17,0.23138143122196198
Q93008,Q86YR5,1,5.292,2.52,0.7180951237678528
Q93008,Q86YT6,1,5.319,1.97,0.48620128631591797
Q93008,Q96J02,1,23.8567,6.8162,0.711307168006897
Q93008,Q96L34,1,2.457,1.17,0.5889657139778137
Q93008,Q96RU7,1,2.457,1.17,0.738466203212738
Q93008,Q99683,1,31.74,6.9,0.8771859407424927
Q93008,Q9H992,1,37.82991,6.8162,0.6037072539329529
Q93008,Q9HCE7,1,114.379524,7.912800000000001,0.75412517786026
Q93008,Q9NRM7,1,5.6736,1.97,0.7679150700569153
Q9H0E7,P0C0S8,1,76.773,47.1,0.9454220533370972
Q9H0E7,Q01860,1,10.4155,10.4155,0.9832910299301147
Q9H0E7,Q12834,1,23.484412,11.4002,0.1747312992811203
Q9H0E7,Q13257,1,2.06,1.0,0.07269424945116043
Q96BN8,Q9Y6K9,1,11.454,3.32,0.9659394025802612
Q9Y5E6,P19838,1,1.58,1.0,0.9057759046554565
Q9UMW8,P49116,1,6.6576,4.38,0.9502261877059937
Q9UMW8,P60484,1,18.40374,6.8162,0.9524515271186829
Q9UMW8,Q9Y6K9,1,260.813792,96.9568,0.967934250831604
Q70EK9,P37275,1,3.7604,2.38,0.844791829586029
Q70EK9,P62807,1,16.61688,7.912800000000001,0.986458957195282
Q9HBJ7,P04637,1,676.9728,193.4208,0.9745980501174927
Q9HBJ7,Q9HAW4,1,10.0408,6.16,0.9999527931213379
Q92560,O15294,1,4.08,4.08,0.028846178203821182
Q92560,P0C0S8,1,1.52,1.0,0.9615880846977234
Q92560,P16104,1,7.74,1.0,0.9772998094558716
Q92560,P25490,1,7.315,1.0,0.9808443784713745
Q92560,P38398,1,18.5518,1.85,0.9918708801269531
Q92560,P51610,1,2.4453,1.17,0.5590834021568298
Q92560,Q13887,1,8.3349,2.43,0.9168364405632019
Q92560,Q96CW5,1,1.0,1.0,0.5443276166915894
Q86T82,P01106,1,57.882132,7.912800000000001,0.8508327603340149
Q86T82,P0C0S8,1,22.304544,14.1168,0.9658123850822449
Q86T82,P20248,1,6.489,3.15,0.8999040722846985
Q86T82,P46527,1,3.034,1.85,0.9962928891181946
Q9Y2K6,O75943,1,2.28,1.5,0.020818909630179405
Q9Y2K6,P07550,1,48.432075,10.4155,0.9402220845222473
Q9Y2K6,Q16665,1,8.4735,3.15,0.8600678443908691
Q9Y2K6,Q86WV6,1,23.234374,14.7053,0.9987784028053284
Q9Y2K6,Q92813,1,18.522,1.5,0.9389480352401733
Q9Y2K6,Q9HAW4,1,6.3242,3.07,0.9998683929443359
Q9Y2K6,Q9Y4K3,1,81.12636,6.57,0.9807206988334656
Q70CQ3,O94826,1,7.686,3.15,0.1620052456855774
Q70CQ3,O95140,1,23.265,1.5,0.9960917830467224
Q70CQ3,P21796,1,22.3693,4.79,0.9831742644309998
Q70CQ3,Q15388,1,4.26,1.0,0.20024564862251282
Q70CQ3,Q8IWA4,1,8.51,1.85,0.9967987537384033
P46736,O95271,1,4.5507,1.97,0.604056715965271
P46736,P0C0S8,1,13.482846,3.6738,0.9504482746124268
P46736,P16104,1,194.8224222,23.2785,0.9279535412788391
P46736,Q14980,1,2.457,1.17,0.012487000785768032
Q70EL3,P30291,1,4.284,3.15,0.6257514953613281
Q70EL3,Q9ULZ3,1,2.93,1.0,0.4557986259460449
Q96RU2,O60341,1,7.1424,2.48,0.7285439372062683
Q96RU2,O96017,1,18.522,1.5,0.7990479469299316
Q96RU2,P01106,1,101.08602,7.912800000000001,0.7363294363021851
Q96RU2,P05412,1,24.5196,2.52,0.4096834063529968
Q96RU2,P24864,1,2.79,1.0,0.8139825463294983
Q96RU2,Q12888,1,77.956992,13.14,0.9995682835578918
Q96RU2,Q16665,1,98.07706062,11.4002,0.6866479516029358
Q96RU2,Q969H0,1,38.476185,17.8959,0.8073275685310364
Q96RU2,Q9HAW4,1,18.94224,2.48,0.9982168078422546
Q96DC9,Q13114,1,148.5792,42.4512,0.7392076849937439
Q96DC9,Q9Y4K3,1,237.659136,43.9296,0.9448675513267517
Q93009,O14773,1,8.4735,3.15,0.7808057069778442
Q93009,O14965,1,51.818949,3.6738,0.8109889626502991
Q93009,O15151,1,23.3376,4.29,0.9927000403404236
Q93009,O43524,1,185.899021,18.7682,0.805030345916748
Q93009,O43663,1,21.68964,3.15,0.9980515241622925
Q93009,O43684,1,19.09644,10.3785,0.2964276373386383
Q93009,O60341,1,103.35654,23.2785,0.7027527689933777
Q93009,P04198,1,178.0614,38.709,0.5068013668060303
Q93009,P04637,1,950.4698112,193.4208,0.9638654589653015
Q93009,P06400,1,179.4600852,17.8959,0.993698239326477
Q93009,P08151,1,21.8688,4.08,0.9816324710845947
Q93009,P12004,1,18.522,1.5,0.9941283464431763
Q93009,P14373,1,269.656569,19.1178,0.3920726776123047
Q93009,P19838,1,68.056002,6.57,0.9001650214195251
Q93009,P26358,1,58.2528,13.12,0.7822463512420654
Q93009,P29590,1,133.7506212,18.3736,0.9583727717399597
Q93009,P35222,1,360.5451528,35.898,0.8971188068389893
Q93009,P35226,1,80.38548,6.51,0.87037193775177
Q93009,P35568,1,4.9848,2.48,0.9917100071907043
Q93009,P37231,1,60.4808,3.46,0.43366268277168274
Q93009,P51965,1,7.38,1.0,0.44043487310409546
Q93009,P60484,1,9.198,2.52,0.8984805345535278
Q93009,P62807,1,527.444992,96.9568,0.9944964051246643
Q93009,P98177,1,226.4860899,13.671,0.8127026557922363
Q93009,Q00987,1,67.98232,18.3736,0.9927000403404236
Q93009,Q01831,1,10.0566,3.33,0.9972565770149231
Q93009,Q01860,1,80.32959,10.3785,0.6408761739730835
Q93009,Q03468,1,210.1172724,13.797,0.7168695330619812
Q93009,Q04206,1,19.600308,2.52,0.7872424125671387
Q93009,Q12778,1,308.808672,17.6664,0.7173904180526733
Q93009,Q12888,1,41.123544,2.38,0.999969482421875
Q93009,Q13127,1,11.8349,3.19,0.9721368551254272
Q93009,Q13546,1,98.1042864,8.5808,0.8859133124351501
Q93009,Q14527,1,24.181905,10.3785,0.5743328332901001
Q93009,Q14669,1,24.8248,6.16,0.8218738436698914
Q93009,Q16526,1,23.50048,2.48,0.30032113194465637
Q93009,Q49AN0,1,6.8635,1.85,0.30032113194465637
Q93009,Q8IXJ9,1,23.184,6.9,0.8628028631210327
Q93009,Q8IYW5,1,41.5473,1.97,0.5470083951950073
Q93009,Q92993,1,8.242065,1.17,0.9877870678901672
Q93009,Q96EP1,1,8.5995,1.17,0.6314029693603516
Q93009,Q96T88,1,10.3994,3.19,0.5928999185562134
Q93009,Q99496,1,198.349056,11.3472,0.9411577582359314
Q93009,Q9BZS1,1,9.39689,4.033,0.9134673476219177
Q93009,Q9H992,1,5.8786,2.38,0.6399707794189453
Q93009,Q9HAW4,1,52.3032,2.48,0.9999674558639526
Q93009,Q9NRC8,1,60.130224,17.8959,0.17322173714637756
Q93009,Q9UER7,1,5.884866,1.17,0.9282929301261902
Q93009,Q9UPP1,1,12.5496,2.52,0.7555924654006958
Q93009,Q9Y4H2,1,26.4114,13.14,0.997093677520752
Q93009,Q9Y6K9,1,66.2916309,10.3785,0.9595955610275269
O75317,O60346,1,3.15,3.15,0.9952179193496704
O75317,P0C0S8,1,23.234374,14.7053,0.9724888205528259
O75317,P10275,1,203.561984,75.6736,0.7807788252830505
O75317,P62807,1,18.012316,11.4002,0.9960446357727051
Q70CQ2,Q8IYW5,1,2.28,1.5,0.7406888008117676
O95630,P17302,1,8.6025,1.85,0.05953432247042656
O95630,P55085,1,16.50285,1.17,0.9611733555793762
Q5T2D3,P60484,1,1.84,1.0,0.9635294675827026
P62068,O60346,1,3.15,3.15,0.9987993240356445
P62068,P42261,1,53.238934,11.4002,0.8799833059310913
Q5VVJ2,P0C0S8,1,20.234067,10.0667,0.7529075145721436
Q5D1E8,Q9Y297,0,2.37,1.0,0.48494410514831543
Q9UPT9,O75478,0,6.696,2.48,0.014927931129932404
Q9UPT9,P49848,0,5.6406,2.38,0.3953823745250702
